4,299,1
4,300,1
1,300,1
2,301,1
4,302,1
1,303,1
1,304,1
2,304,1
4,305,1
1,306,1
2,306,1
1,307,1
2,308,1
1,309,1
4,310,1
1,1,1
2,2,1
5,3,1
4,3,1
5,4,1
4,5,1
4,6,1
5,7,1
1,8,1
3,9,1
3,10,1
1,10,1
5,11,1
2,12,1
5,13,1
4,14,1
2,14,1
1,14,1
4,15,1
3,15,1
3,16,1
1,17,1
5,18,1
1,18,1
2,19,1
4,20,1
4,21,1
2,21,1
3,22,1
5,23,1
1,24,1
1,25,1
3,26,1
5,27,1
3,28,1
3,29,1
1,30,1
2,31,1
4,32,1
1,33,1
5,33,1
4,34,1
3,35,1
5,36,1
4,37,1
4,38,1
5,38,1
5,39,1
1,40,1
3,41,1
1,42,1
5,43,1
1,44,1
3,45,1
3,46,1
4,47,1
3,48,1
5,49,1
5,50,1
1,51,1
5,52,1
1,53,1
2,54,1
5,54,1
5,55,1
3,55,1
2,56,1
5,57,1
2,58,1
3,58,1
5,59,1
1,60,1
3,60,1
2,61,1
2,62,1
1,63,1
3,63,1
4,64,1
4,65,1
2,66,1
4,67,1
4,68,1
2,69,1
3,70,1
4,71,1
1,72,1
3,72,1
2,73,1
1,74,1
2,75,1
4,76,1
5,76,1
3,77,1
4,78,1
4,79,1
3,80,1
1,81,1
5,82,1
1,83,1
4,84,1
5,85,1
3,86,1
